job_title,company,location,summary,state
"CIMD – Marcus by Goldman Sachs - Fraud Data Analytics – Associate – Richardson, TX/Draper, UT",Goldman Sachs,"Dallas, TX","Leverage methods from diverse disciplines such as machine learning, deep learning, artificial intelligence, statistical modelling, information theory,…",TX
Lead Data Scientist,ITL USA,"Plano, TX","R & Python as a language is practically usable for anything, we are looking for application • Development and Extract/Transform/Load experience using Python.",TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX",The ideal candidate will be able to think outside the box to uncover new ways to analyze unstructured data leveraging our Open Source Data Science Platform …,TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","We are seeking someone with a strong background in the theory and application of deep learning for image segmentation and classification, machine learning…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX","Must have hands-on implementation of various advanced models, leveraging board spectrum of statistical, machine learning and cognitive computing methods.",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX","Experience with common data science toolkits, such as Anaconda, R, Python. Experience with deploying machine learning systems from scratch.",TX
Data Scientist,Verizon,"Irving, TX","Experience in machine learning and statistical modeling. You will work closely with a team of talented data scientists, Big Data engineers, and software…",TX
"Regional Head of AI, Machine Learning, Data Science projects delivery",Xen.ai,"Dallas, TX","Xen.AI is looking for a hands-on technical Regional Head of AI, Machine Learning and Data Science projects delivery, who has proven hands-on experience in…",TX
Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Dallas, TX","Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences. Experience in writing and tuning SQL.",TX
Senior Hadoop Data Analyst/Business Analyst role,Bank of America,"Addison, TX","Reporting & Analytics or Data visualization tools ie., Tableau. Significant experience in SQL and hands on experience in HIVE, Impala and Linux.",TX
Sr. Data Scientist,7-Eleven,"Irving, TX",More than 3 years industry experiences in machine learning. Graduate level knowledge in machine learning theories. Intermediate level skills in Python and SQL.,TX
"VP, Model/Anlys/Valid Sr Officer I",City Brasil,"Irving, TX","Sound knowledge of Statistics & Econometrics theories and techniques, experience with Data Mining & Machine Learning methods a plus.",TX
"AI, Analytics & Data Consultant, CMT Southwest",Accenture,"Dallas, TX","Minimum of 1 year with at least one statistical computing language for data analysis, such as R or Python. Accenture is looking for an experienced Artificial…",TX
Data Architect,"Insight Enterprises, Inc.","Irving, TX","As a Fortune 500-ranked global provider of digital innovation, cloud/data center transformation, connected workforce, and supply chain optimization solutions…",TX
Python Developer with Web Machine Learning,HRD Inc.,"Irving, TX","*Job Summary Skills: * Python Developer with Web Machine Learning Job Types: Full-time, Contract Experience: * Python: 5 years (Required) * Web Machine…",TX
Machine Learning Engineer,Photon,"Plano, TX","Your deep knowledge of design, analytics, development, coding, testing and application programming will help your team raise their game, meeting your standards,…",TX
"Principal Associate, Data Science",Capital One - US,"Plano, TX","At least 3 years’ experience with machine learning. Bachelor’s Degree plus 2 years of experience in data analytics, or Master’s Degree plus 1 year of experience…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Excellent hands on R & Python experience. R & Python as a language is practically usable for anything, we are looking for application • Development and Extract…",TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","This includes using machine learning techniques and programming languages to derive relevant analysis and metrics, including building proof of concepts to…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Data Scientist,Verizon,"Irving, TX",Be a subject matter expert on machine learning and predictive modeling. You’ll drive profitable growth and business innovation by applying cutting edge machine…,TX
Python Engineer - Machine Learning Platform,JP Morgan Chase,"Plano, TX","In this role, you will design and develop automation services to enable large scale infrastructure that supports machine learning use cases.You will be required…",TX
Data & Analytics Consultant (DAL),Systems Evolution Inc.,"Dallas, TX","Experience with statistical and mathematical modeling, artificial intelligence and machine learning software and methods. A curiosity for new technology.",TX
Data Analyst - Data Science,NTT DATA Services,"Addison, TX","Work with leadership to understand needs and align those to potential data and analytics efforts for building data science and analytical solutions using Spark,…",TX
"Director Data Science, AI and RPA",7-Eleven,"Irving, TX","Expert level background in deep learning, machine learning and big data. Proven experience with modelling software, data mining techniques and methodologies.",TX
Senior Healthcare Data Analyst,Spine Team Texas,"Southlake, TX","Insurance claims processing, clinical operations, marketing and patient behavior) to extract trends and business insights.",TX
Data Science Consultant,Artis Consulting,"Richardson, TX",2-5 years of Machine Learning solution delivery experience using R and/or Python. Understanding of Data Science Lifecycle. Must be eligible to work in the U.S.,TX
Network Data Engineer -- Data Modelling,Verizon,"Richardson, TX","Design and implement software applications using Machine Learning and Artificial Intelligence for data verification, transformation, and analytics.",TX
Java Engineer - Machine Learning Platform,JP Morgan Chase,"Plano, TX","In 20 technology centers worldwide, our team of 50,000 technologists design, build and deploy everything from enterprise technology initiatives to big data and…",TX
Machine Learning Engineer,"Novo Labs, Inc.","Dallas, TX",We are looking for a Machine Learning Engineer to develop machine learning models that enrich our conversational service's interactions with users.,TX
Manager- Pricing Data Science,Michaels,"Irving, TX","To this end, you will strive to deliver best-in-class decision support through adoption of modern predictive frameworks, including Machine Learning algorithms,…",TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","This includes using machine learning techniques and programming languages to derive relevant analysis and metrics, including building proof of concepts to…",TX
